OperatingDate,UnitName,cyHighTemperature,cyImpactName,cyLowTemperature,cyTotal,cyWeather1,cyWeather2
8/10/2016,Silver Dollar City            ,104,No weather impact        ,74,6816,L74/H93/A83/Mostly Sunny/Oppressive                         ,                                                            
8/10/2016,Dollywood                     ,95,No weather impact        ,74,7870,L74/H93/A82/P0.01/Partly Cloudy/Sticky                      ,                                                            
8/10/2016,Dollywood Splash Country      ,95,No weather impact        ,74,3012,L74/H93/A82/P0.01/Partly Cloudy/Sticky                      ,                                                            
8/10/2016,Stone Mountain                ,92,No weather impact        ,75,561,L75/H85/A79/P0.05/Mostly Cloudy/Oppressive                  ,Cloudy                                                      
8/10/2016,White Water                   ,104,No weather impact        ,74,2446,L74/H93/A83/Mostly Sunny/Oppressive                         ,                                                            
8/10/2016,Newport Aquarium              ,102,No weather impact        ,74,2645,L74/H91/A81/P0.16/Partly Cloudy/Oppressive                  ,                                                            
8/10/2016,Adventure Aquarium            ,100,No weather impact        ,75,4765,L75/H90/A82/Partly Cloudy/Oppressive                        ,                                                            
8/11/2016,Silver Dollar City            ,109,No weather impact        ,74,7242,L74/H94/A84/Partly Cloudy/Miserable                         ,Humid                                                       
8/11/2016,Dollywood                     ,97,No weather impact        ,73,6887,L73/H93/A81/Partly Cloudy/Uncomfortable                     ,                                                            
8/11/2016,Dollywood Splash Country      ,97,No weather impact        ,73,2959,L73/H93/A81/Partly Cloudy/Uncomfortable                     ,                                                            
8/11/2016,Stone Mountain                ,96,No weather impact        ,74,763,L74/H90/A81/Partly Cloudy/Oppressive                        ,                                                            
8/11/2016,White Water                   ,109,No weather impact        ,74,2907,L74/H94/A84/Partly Cloudy/Miserable                         ,Humid                                                       
8/11/2016,Newport Aquarium              ,101,No weather impact        ,76,2526,L76/H91/A84/Partly Cloudy/Oppressive                        ,                                                            
8/11/2016,Adventure Aquarium            ,106,No weather impact        ,78,5148,L78/H93/A85/P0.29/Partly Cloudy/Oppressive                  ,                                                            
8/12/2016,Silver Dollar City            ,107,Precipitation            ,74,7508,L74/H93/A80/P0.26/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
8/12/2016,Dollywood                     ,98,No weather impact        ,73,6884,L73/H91/A82/Mostly Sunny/Uncomfortable                      ,                                                            
8/12/2016,Dollywood Splash Country      ,98,No weather impact        ,73,2812,L73/H91/A82/Mostly Sunny/Uncomfortable                      ,                                                            
8/12/2016,Stone Mountain                ,98,No weather impact        ,75,1148,L75/H92/A83/Partly Cloudy/Oppressive                        ,                                                            
8/12/2016,White Water                   ,107,Precipitation            ,74,2164,L74/H93/A80/P0.26/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain/Cloudy                               
8/12/2016,Newport Aquarium              ,101,No weather impact        ,76,3128,L76/H93/A84/Partly Cloudy/Oppressive                        ,                                                            
8/12/2016,Adventure Aquarium            ,110,No weather impact        ,79,5215,L79/H95/A86/P0.01/Mostly Sunny/Miserable                    ,                                                            
8/13/2016,Silver Dollar City            ,90,No weather impact        ,74,12830,L74/H86/A78/P0.01/Mostly Cloudy/Oppressive                  ,Cloudy                                                      
8/13/2016,Dollywood                     ,97,No weather impact        ,73,10484,L73/H94/A83/Mostly Sunny/Uncomfortable                      ,                                                            
8/13/2016,Dollywood Splash Country      ,97,No weather impact        ,73,5334,L73/H94/A83/Mostly Sunny/Uncomfortable                      ,                                                            
8/13/2016,Stone Mountain                ,97,No weather impact        ,73,4506,L73/H92/A82/Partly Cloudy/Uncomfortable                     ,                                                            
8/13/2016,White Water                   ,90,No weather impact        ,74,3811,L74/H86/A78/P0.01/Mostly Cloudy/Oppressive                  ,Cloudy                                                      
